Normal loss: 1.9329, Plan similarity: 0.1982, Random contrast: 0.6719
Normal loss: 4.6333, Plan similarity: 1.4844, Random contrast: 0.6641
Normal loss: 4.6158, Plan similarity: 1.3438, Random contrast: 0.6758
Normal loss: 4.9482, Plan similarity: 1.6094, Random contrast: 0.6289
Normal loss: 4.5745, Plan similarity: 1.5312, Random contrast: 0.6484
Normal loss: 4.6966, Plan similarity: 1.4766, Random contrast: 0.6484
Normal loss: 4.7902, Plan similarity: 1.4688, Random contrast: 0.6641
Normal loss: 4.7022, Plan similarity: 1.2969, Random contrast: 0.6758
Normal loss: 4.7994, Plan similarity: 1.5312, Random contrast: 0.6641
Normal loss: 4.7567, Plan similarity: 1.4062, Random contrast: 0.6797
Normal loss: 4.6136, Plan similarity: 1.5078, Random contrast: 0.6602
Normal loss: 4.6282, Plan similarity: 1.5391, Random contrast: 0.6797
Normal loss: 4.6934, Plan similarity: 1.4844, Random contrast: 0.6758
Normal loss: 4.8200, Plan similarity: 1.2656, Random contrast: 0.6602
Normal loss: 4.8858, Plan similarity: 1.3203, Random contrast: 0.6641
Normal loss: 4.5329, Plan similarity: 1.4219, Random contrast: 0.6719
Normal loss: 4.9176, Plan similarity: 1.3438, Random contrast: 0.6719
Normal loss: 4.8709, Plan similarity: 1.4375, Random contrast: 0.6641
Normal loss: 4.6637, Plan similarity: 1.2969, Random contrast: 0.6719
Normal loss: 4.6801, Plan similarity: 1.2500, Random contrast: 0.6680
Normal loss: 4.7602, Plan similarity: 1.5312, Random contrast: 0.6641
Normal loss: 4.7662, Plan similarity: 1.4688, Random contrast: 0.6719
Normal loss: 4.7080, Plan similarity: 1.4062, Random contrast: 0.6719
Normal loss: 4.9355, Plan similarity: 1.5000, Random contrast: 0.6719
Normal loss: 4.6414, Plan similarity: 1.5000, Random contrast: 0.6797
Normal loss: 4.4957, Plan similarity: 1.5938, Random contrast: 0.6719
Normal loss: 4.7175, Plan similarity: 1.6406, Random contrast: 0.6406
Normal loss: 4.5907, Plan similarity: 1.4766, Random contrast: 0.6758
Normal loss: 4.5640, Plan similarity: 1.5625, Random contrast: 0.6641
Normal loss: 4.6066, Plan similarity: 1.3828, Random contrast: 0.6406
Normal loss: 4.6906, Plan similarity: 1.5625, Random contrast: 0.6641
Normal loss: 4.6614, Plan similarity: 1.1562, Random contrast: 0.6406
Normal loss: 4.5914, Plan similarity: 1.6797, Random contrast: 0.6641
Normal loss: 4.6194, Plan similarity: 1.4531, Random contrast: 0.6719
Normal loss: 4.6538, Plan similarity: 1.4531, Random contrast: 0.6484
Normal loss: 4.6615, Plan similarity: 1.2812, Random contrast: 0.6797
Normal loss: 4.4195, Plan similarity: 1.4688, Random contrast: 0.6641
Normal loss: 4.5750, Plan similarity: 1.6094, Random contrast: 0.6719
Normal loss: 4.3286, Plan similarity: 1.4531, Random contrast: 0.6641
Normal loss: 4.6236, Plan similarity: 1.5703, Random contrast: 0.6641
Normal loss: 4.7580, Plan similarity: 1.6719, Random contrast: 0.6797
Normal loss: 4.6290, Plan similarity: 1.7344, Random contrast: 0.6406
Normal loss: 4.6858, Plan similarity: 1.5469, Random contrast: 0.6562
Normal loss: 4.8687, Plan similarity: 1.4922, Random contrast: 0.6719
Normal loss: 4.7004, Plan similarity: 1.6875, Random contrast: 0.6328
Normal loss: 4.4739, Plan similarity: 1.5078, Random contrast: 0.6367
Normal loss: 4.5731, Plan similarity: 1.2578, Random contrast: 0.6797
Normal loss: 4.6768, Plan similarity: 1.3672, Random contrast: 0.6445
Normal loss: 4.8340, Plan similarity: 1.3672, Random contrast: 0.6680
Normal loss: 4.6219, Plan similarity: 1.3750, Random contrast: 0.6641
Normal loss: 4.8472, Plan similarity: 1.6562, Random contrast: 0.6406
Normal loss: 4.7595, Plan similarity: 1.2656, Random contrast: 0.6641
Normal loss: 4.5548, Plan similarity: 1.2891, Random contrast: 0.6680
Normal loss: 4.4359, Plan similarity: 1.4297, Random contrast: 0.6719
Normal loss: 4.8189, Plan similarity: 1.6094, Random contrast: 0.6250
Normal loss: 4.6655, Plan similarity: 1.5938, Random contrast: 0.6562
Normal loss: 4.6588, Plan similarity: 1.5781, Random contrast: 0.6602
Normal loss: 4.6855, Plan similarity: 1.4531, Random contrast: 0.6797
Normal loss: 4.7625, Plan similarity: 1.5625, Random contrast: 0.6484
Normal loss: 4.6363, Plan similarity: 1.5000, Random contrast: 0.6562
Normal loss: 4.6592, Plan similarity: 1.5234, Random contrast: 0.6641
Normal loss: 4.6030, Plan similarity: 1.4219, Random contrast: 0.6719
Normal loss: 4.6220, Plan similarity: 1.3125, Random contrast: 0.6797
Normal loss: 4.5720, Plan similarity: 1.5938, Random contrast: 0.6562
Normal loss: 4.8432, Plan similarity: 1.3750, Random contrast: 0.6133
Normal loss: 4.6440, Plan similarity: 1.4688, Random contrast: 0.6719
Normal loss: 4.6149, Plan similarity: 1.6875, Random contrast: 0.6406
Normal loss: 4.6718, Plan similarity: 1.4219, Random contrast: 0.6445
Normal loss: 4.6760, Plan similarity: 1.5469, Random contrast: 0.6328
Normal loss: 4.7850, Plan similarity: 1.4844, Random contrast: 0.6562
Normal loss: 4.4566, Plan similarity: 1.5469, Random contrast: 0.6484
Normal loss: 4.4857, Plan similarity: 1.4844, Random contrast: 0.6406
Normal loss: 4.6655, Plan similarity: 1.5156, Random contrast: 0.6484
Normal loss: 4.7126, Plan similarity: 1.4688, Random contrast: 0.6562
Normal loss: 4.8343, Plan similarity: 1.5938, Random contrast: 0.6484
Normal loss: 4.5890, Plan similarity: 1.3906, Random contrast: 0.6641
Normal loss: 4.6022, Plan similarity: 1.5000, Random contrast: 0.6484
Normal loss: 4.4923, Plan similarity: 1.4375, Random contrast: 0.6641
Normal loss: 4.6431, Plan similarity: 1.4062, Random contrast: 0.6797
Normal loss: 4.5655, Plan similarity: 1.4844, Random contrast: 0.6484
Normal loss: 4.6915, Plan similarity: 1.2031, Random contrast: 0.6719
Normal loss: 4.5685, Plan similarity: 1.7578, Random contrast: 0.6406
Normal loss: 4.7224, Plan similarity: 1.3125, Random contrast: 0.6797
Normal loss: 4.4686, Plan similarity: 1.4688, Random contrast: 0.6602
Normal loss: 4.7213, Plan similarity: 1.3594, Random contrast: 0.6719
Normal loss: 4.7261, Plan similarity: 1.3281, Random contrast: 0.6719
Normal loss: 4.4352, Plan similarity: 1.5625, Random contrast: 0.6602
Normal loss: 4.7241, Plan similarity: 1.3281, Random contrast: 0.6406
Normal loss: 4.5502, Plan similarity: 1.3594, Random contrast: 0.6680
Normal loss: 4.2819, Plan similarity: 1.4219, Random contrast: 0.6602
Normal loss: 4.7453, Plan similarity: 1.4062, Random contrast: 0.6719
Normal loss: 4.6384, Plan similarity: 1.4062, Random contrast: 0.6641
Normal loss: 4.6174, Plan similarity: 1.2109, Random contrast: 0.6719
Normal loss: 4.5564, Plan similarity: 1.5234, Random contrast: 0.6562
Normal loss: 4.6134, Plan similarity: 1.3281, Random contrast: 0.6680
Normal loss: 4.6566, Plan similarity: 1.6016, Random contrast: 0.6328
Normal loss: 4.6364, Plan similarity: 1.6719, Random contrast: 0.6680
Normal loss: 4.8830, Plan similarity: 1.5938, Random contrast: 0.6641
Normal loss: 4.7520, Plan similarity: 1.2969, Random contrast: 0.6562
Normal loss: 4.4744, Plan similarity: 1.7344, Random contrast: 0.6562
Normal loss: 4.5806, Plan similarity: 1.3750, Random contrast: 0.6641
Normal loss: 4.5055, Plan similarity: 1.6797, Random contrast: 0.6641
Normal loss: 4.6056, Plan similarity: 1.5938, Random contrast: 0.6719
Normal loss: 4.5435, Plan similarity: 1.4609, Random contrast: 0.6719
Normal loss: 4.5660, Plan similarity: 1.5938, Random contrast: 0.6602
Normal loss: 4.8003, Plan similarity: 1.4453, Random contrast: 0.6719
Normal loss: 4.3978, Plan similarity: 1.3750, Random contrast: 0.6641
Normal loss: 4.6343, Plan similarity: 1.5703, Random contrast: 0.6328
Normal loss: 4.6014, Plan similarity: 1.4375, Random contrast: 0.6211
Normal loss: 4.6491, Plan similarity: 1.7656, Random contrast: 0.5859
Normal loss: 4.6595, Plan similarity: 1.5078, Random contrast: 0.6641
Normal loss: 4.3784, Plan similarity: 1.5000, Random contrast: 0.5820
Normal loss: 4.7160, Plan similarity: 1.3438, Random contrast: 0.6562
Normal loss: 4.7068, Plan similarity: 1.2656, Random contrast: 0.6484
Normal loss: 4.5301, Plan similarity: 1.4297, Random contrast: 0.6758
Normal loss: 4.5817, Plan similarity: 1.3281, Random contrast: 0.6641
Normal loss: 4.6313, Plan similarity: 1.3828, Random contrast: 0.6719
Normal loss: 4.5360, Plan similarity: 1.2656, Random contrast: 0.6172
Normal loss: 4.6884, Plan similarity: 1.5625, Random contrast: 0.6562
Normal loss: 4.6021, Plan similarity: 1.8203, Random contrast: 0.6523
Normal loss: 4.5492, Plan similarity: 1.1562, Random contrast: 0.6562
Normal loss: 4.7224, Plan similarity: 1.5938, Random contrast: 0.6328
Normal loss: 4.5786, Plan similarity: 1.6016, Random contrast: 0.6094
Normal loss: 4.7298, Plan similarity: 1.4219, Random contrast: 0.6406
Normal loss: 4.5315, Plan similarity: 1.4688, Random contrast: 0.6484
Normal loss: 4.6698, Plan similarity: 1.3750, Random contrast: 0.6094
Normal loss: 4.6266, Plan similarity: 1.1875, Random contrast: 0.6719
Normal loss: 4.8153, Plan similarity: 1.6094, Random contrast: 0.5938
Normal loss: 4.6656, Plan similarity: 1.2656, Random contrast: 0.6523
Normal loss: 4.4755, Plan similarity: 1.4375, Random contrast: 0.6562
Normal loss: 4.6940, Plan similarity: 1.3984, Random contrast: 0.6641
Normal loss: 4.5661, Plan similarity: 1.3203, Random contrast: 0.6719
Normal loss: 4.6005, Plan similarity: 1.5000, Random contrast: 0.6094
Normal loss: 4.6612, Plan similarity: 1.4531, Random contrast: 0.6602
Normal loss: 4.6052, Plan similarity: 1.4844, Random contrast: 0.5625
Normal loss: 4.5442, Plan similarity: 1.5781, Random contrast: 0.5508
Normal loss: 4.5635, Plan similarity: 1.5000, Random contrast: 0.6328
Normal loss: 4.4884, Plan similarity: 1.2969, Random contrast: 0.6758
Normal loss: 4.4904, Plan similarity: 1.4688, Random contrast: 0.6562
Normal loss: 4.5678, Plan similarity: 1.5078, Random contrast: 0.6250
Normal loss: 4.7099, Plan similarity: 1.3281, Random contrast: 0.6562
Normal loss: 4.4390, Plan similarity: 1.5391, Random contrast: 0.6055
Normal loss: 4.6107, Plan similarity: 1.1719, Random contrast: 0.6758
Normal loss: 4.6090, Plan similarity: 1.3906, Random contrast: 0.6602
Normal loss: 4.6469, Plan similarity: 1.3281, Random contrast: 0.6250
Normal loss: 4.3867, Plan similarity: 1.3906, Random contrast: 0.6484
Normal loss: 4.6364, Plan similarity: 1.4219, Random contrast: 0.6562
Normal loss: 4.5938, Plan similarity: 1.3516, Random contrast: 0.6719
Normal loss: 4.6386, Plan similarity: 1.3984, Random contrast: 0.6797
Normal loss: 4.4926, Plan similarity: 1.4062, Random contrast: 0.6562
Normal loss: 4.4698, Plan similarity: 1.3281, Random contrast: 0.6719
Normal loss: 4.6510, Plan similarity: 1.4844, Random contrast: 0.6562
Normal loss: 4.3424, Plan similarity: 1.3906, Random contrast: 0.6719
Normal loss: 4.5086, Plan similarity: 1.4844, Random contrast: 0.6641
Normal loss: 4.9317, Plan similarity: 1.8594, Random contrast: 0.4746
Normal loss: 4.6312, Plan similarity: 1.3281, Random contrast: 0.6719
Normal loss: 4.6970, Plan similarity: 1.6250, Random contrast: 0.5938
Normal loss: 4.6175, Plan similarity: 1.4844, Random contrast: 0.6523
Normal loss: 4.4999, Plan similarity: 1.5156, Random contrast: 0.6406
Normal loss: 4.6197, Plan similarity: 1.6328, Random contrast: 0.6562
Normal loss: 4.6072, Plan similarity: 1.8203, Random contrast: 0.6523
Normal loss: 4.4787, Plan similarity: 1.5391, Random contrast: 0.6367
Normal loss: 4.9599, Plan similarity: 1.5469, Random contrast: 0.6719
Normal loss: 4.5383, Plan similarity: 1.6016, Random contrast: 0.6328
Normal loss: 4.4377, Plan similarity: 1.3906, Random contrast: 0.6562
Normal loss: 4.5521, Plan similarity: 1.5938, Random contrast: 0.6172
Normal loss: 4.5047, Plan similarity: 1.2969, Random contrast: 0.6602
Normal loss: 4.6179, Plan similarity: 1.3281, Random contrast: 0.6406
Normal loss: 4.5918, Plan similarity: 1.3984, Random contrast: 0.6523
Normal loss: 4.6241, Plan similarity: 1.4766, Random contrast: 0.6016
Normal loss: 4.6669, Plan similarity: 1.8438, Random contrast: 0.5508
Normal loss: 4.4802, Plan similarity: 1.4219, Random contrast: 0.6328
Normal loss: 4.8314, Plan similarity: 1.5625, Random contrast: 0.6094
Normal loss: 4.4695, Plan similarity: 1.5938, Random contrast: 0.6484
Normal loss: 4.5141, Plan similarity: 1.5469, Random contrast: 0.6094
Normal loss: 4.5018, Plan similarity: 1.5625, Random contrast: 0.5742
Normal loss: 4.6655, Plan similarity: 1.5625, Random contrast: 0.6094
Normal loss: 4.6555, Plan similarity: 1.8984, Random contrast: 0.6641
Normal loss: 4.4681, Plan similarity: 1.5312, Random contrast: 0.6406
Normal loss: 4.4805, Plan similarity: 1.4844, Random contrast: 0.6172
Normal loss: 4.5198, Plan similarity: 1.6250, Random contrast: 0.6484
Normal loss: 4.5913, Plan similarity: 1.4766, Random contrast: 0.6641
Normal loss: 4.6685, Plan similarity: 1.3750, Random contrast: 0.6484
Normal loss: 4.7143, Plan similarity: 1.4844, Random contrast: 0.6172
Normal loss: 4.5976, Plan similarity: 1.3125, Random contrast: 0.6719
Normal loss: 4.4576, Plan similarity: 1.3594, Random contrast: 0.6484
Normal loss: 4.5376, Plan similarity: 1.5000, Random contrast: 0.6406
Normal loss: 4.6340, Plan similarity: 1.6719, Random contrast: 0.6094
Normal loss: 4.7928, Plan similarity: 1.5469, Random contrast: 0.6250
Normal loss: 4.6592, Plan similarity: 1.5391, Random contrast: 0.6367
Normal loss: 4.6076, Plan similarity: 1.5547, Random contrast: 0.6562
Normal loss: 4.5506, Plan similarity: 1.3672, Random contrast: 0.6562
Normal loss: 4.5296, Plan similarity: 1.3906, Random contrast: 0.6758
Normal loss: 4.3435, Plan similarity: 1.5000, Random contrast: 0.6328
Normal loss: 4.7454, Plan similarity: 1.4531, Random contrast: 0.6406
Normal loss: 4.5087, Plan similarity: 1.5938, Random contrast: 0.6719
Normal loss: 4.4368, Plan similarity: 1.4375, Random contrast: 0.6289
Normal loss: 4.6149, Plan similarity: 1.7812, Random contrast: 0.6328
Normal loss: 4.6173, Plan similarity: 1.7969, Random contrast: 0.6016
Normal loss: 4.5882, Plan similarity: 1.3438, Random contrast: 0.6211
Normal loss: 4.5768, Plan similarity: 1.3516, Random contrast: 0.6367
Normal loss: 4.6190, Plan similarity: 1.6250, Random contrast: 0.6523
Normal loss: 4.4779, Plan similarity: 1.4688, Random contrast: 0.6367
Normal loss: 4.5807, Plan similarity: 1.6562, Random contrast: 0.6172
Normal loss: 4.8392, Plan similarity: 1.4219, Random contrast: 0.6328
Normal loss: 4.6230, Plan similarity: 1.2969, Random contrast: 0.6641
Normal loss: 4.5407, Plan similarity: 1.5000, Random contrast: 0.6562
Normal loss: 4.4709, Plan similarity: 1.6250, Random contrast: 0.6172
Normal loss: 4.7679, Plan similarity: 1.8125, Random contrast: 0.5859
Normal loss: 4.4901, Plan similarity: 1.4062, Random contrast: 0.6445
Normal loss: 4.7110, Plan similarity: 1.3828, Random contrast: 0.6250
Normal loss: 4.5147, Plan similarity: 1.4688, Random contrast: 0.6250
Normal loss: 4.5496, Plan similarity: 1.4531, Random contrast: 0.6367
Normal loss: 4.3701, Plan similarity: 1.7188, Random contrast: 0.6094
Normal loss: 4.6235, Plan similarity: 1.4609, Random contrast: 0.6055
Normal loss: 4.5731, Plan similarity: 1.5469, Random contrast: 0.6484
Normal loss: 4.7017, Plan similarity: 1.3906, Random contrast: 0.6406
Normal loss: 4.4778, Plan similarity: 1.4922, Random contrast: 0.6172
Normal loss: 4.4006, Plan similarity: 1.6797, Random contrast: 0.5664
Normal loss: 4.3872, Plan similarity: 1.4531, Random contrast: 0.6406
Normal loss: 4.5183, Plan similarity: 1.6250, Random contrast: 0.5469
Normal loss: 4.3566, Plan similarity: 1.4062, Random contrast: 0.6250
Normal loss: 4.6481, Plan similarity: 1.5781, Random contrast: 0.5508
Normal loss: 4.6034, Plan similarity: 1.5781, Random contrast: 0.6016
Normal loss: 4.3644, Plan similarity: 1.6484, Random contrast: 0.6016
Normal loss: 4.5281, Plan similarity: 2.1094, Random contrast: 0.6250
Normal loss: 4.5264, Plan similarity: 1.7812, Random contrast: 0.5781
Normal loss: 4.5796, Plan similarity: 1.5000, Random contrast: 0.6133
Normal loss: 4.5714, Plan similarity: 1.3438, Random contrast: 0.6641
Normal loss: 4.8140, Plan similarity: 1.4844, Random contrast: 0.4766
Normal loss: 4.3537, Plan similarity: 1.3438, Random contrast: 0.5938
Normal loss: 4.5583, Plan similarity: 1.3906, Random contrast: 0.6484
Normal loss: 4.5009, Plan similarity: 1.8906, Random contrast: 0.6250
Normal loss: 4.6286, Plan similarity: 1.4375, Random contrast: 0.6094
Normal loss: 4.5202, Plan similarity: 1.5312, Random contrast: 0.5898
Normal loss: 4.6274, Plan similarity: 1.5312, Random contrast: 0.6562
Normal loss: 4.6210, Plan similarity: 1.5703, Random contrast: 0.5625
Normal loss: 4.4898, Plan similarity: 1.5312, Random contrast: 0.6172
Normal loss: 4.8141, Plan similarity: 1.4062, Random contrast: 0.5586
Normal loss: 4.5543, Plan similarity: 1.4766, Random contrast: 0.6406
Normal loss: 4.6979, Plan similarity: 1.3828, Random contrast: 0.6484
Normal loss: 4.6379, Plan similarity: 1.3281, Random contrast: 0.6289
Normal loss: 4.8134, Plan similarity: 1.8750, Random contrast: 0.3965
Normal loss: 4.7749, Plan similarity: 1.5234, Random contrast: 0.5664
Normal loss: 4.4649, Plan similarity: 1.6250, Random contrast: 0.5625
Normal loss: 4.4587, Plan similarity: 1.4375, Random contrast: 0.5391
Normal loss: 4.5688, Plan similarity: 1.6562, Random contrast: 0.5391
Normal loss: 4.7386, Plan similarity: 1.5547, Random contrast: 0.3555
Normal loss: 4.5613, Plan similarity: 1.6875, Random contrast: 0.6484
Normal loss: 4.6066, Plan similarity: 1.5781, Random contrast: 0.5938
Normal loss: 4.5774, Plan similarity: 1.5000, Random contrast: 0.6484
Normal loss: 4.5482, Plan similarity: 1.5938, Random contrast: 0.5195
Normal loss: 4.5037, Plan similarity: 1.3906, Random contrast: 0.6094
Normal loss: 4.8079, Plan similarity: 1.7188, Random contrast: 0.4336
Normal loss: 4.4235, Plan similarity: 1.2656, Random contrast: 0.5938
Normal loss: 4.4882, Plan similarity: 1.4844, Random contrast: 0.5859
Normal loss: 4.6008, Plan similarity: 1.5781, Random contrast: 0.6250
Normal loss: 4.5517, Plan similarity: 1.4453, Random contrast: 0.6445
Normal loss: 4.5874, Plan similarity: 1.5469, Random contrast: 0.6172
Normal loss: 4.5762, Plan similarity: 1.7031, Random contrast: 0.6289
Normal loss: 4.3057, Plan similarity: 1.5625, Random contrast: 0.6406
Normal loss: 4.3645, Plan similarity: 1.6406, Random contrast: 0.6328
Normal loss: 4.6205, Plan similarity: 1.4531, Random contrast: 0.6250
Normal loss: 4.7493, Plan similarity: 1.4688, Random contrast: 0.6367
Normal loss: 4.5538, Plan similarity: 1.4531, Random contrast: 0.6133
Normal loss: 4.5146, Plan similarity: 1.7500, Random contrast: 0.6328
Normal loss: 4.4470, Plan similarity: 1.4688, Random contrast: 0.6367
Normal loss: 4.5833, Plan similarity: 1.4688, Random contrast: 0.6641
Normal loss: 4.6729, Plan similarity: 1.4766, Random contrast: 0.5859
Normal loss: 4.6442, Plan similarity: 1.6484, Random contrast: 0.5859
Normal loss: 4.6313, Plan similarity: 1.6484, Random contrast: 0.2461
Normal loss: 4.7194, Plan similarity: 1.6094, Random contrast: 0.5781
Normal loss: 4.5355, Plan similarity: 1.4609, Random contrast: 0.4941
Normal loss: 4.6982, Plan similarity: 1.6094, Random contrast: 0.4648
Normal loss: 4.4692, Plan similarity: 1.4375, Random contrast: 0.5938
Normal loss: 4.3886, Plan similarity: 1.4375, Random contrast: 0.6094
Normal loss: 4.3708, Plan similarity: 1.5703, Random contrast: 0.6484
Normal loss: 4.8238, Plan similarity: 1.7188, Random contrast: 0.0767
Normal loss: 4.4073, Plan similarity: 1.3594, Random contrast: 0.6406
Normal loss: 4.6742, Plan similarity: 1.4844, Random contrast: 0.5078
Normal loss: 4.6608, Plan similarity: 1.7422, Random contrast: 0.4492
Normal loss: 4.6721, Plan similarity: 1.6953, Random contrast: 0.4258
Normal loss: 4.6243, Plan similarity: 1.5391, Random contrast: 0.5781
Normal loss: 4.2494, Plan similarity: 1.5000, Random contrast: 0.5898
Normal loss: 4.3599, Plan similarity: 1.8594, Random contrast: 0.6211
Normal loss: 4.4635, Plan similarity: 1.6406, Random contrast: 0.5117
Normal loss: 4.7785, Plan similarity: 1.8359, Random contrast: 0.4609
Normal loss: 4.7167, Plan similarity: 1.4453, Random contrast: 0.5742
Normal loss: 4.5166, Plan similarity: 2.0469, Random contrast: 0.4648
Normal loss: 4.4640, Plan similarity: 1.5547, Random contrast: 0.5547
Normal loss: 4.3537, Plan similarity: 1.9375, Random contrast: 0.4531
Normal loss: 4.6734, Plan similarity: 1.5156, Random contrast: 0.6406
Normal loss: 4.8382, Plan similarity: 1.6406, Random contrast: 0.3203
Normal loss: 4.3683, Plan similarity: 1.5391, Random contrast: 0.6250
Normal loss: 4.5871, Plan similarity: 1.2969, Random contrast: 0.6484
Normal loss: 4.5280, Plan similarity: 1.6562, Random contrast: 0.0481
Normal loss: 4.4171, Plan similarity: 1.5703, Random contrast: 0.5469
Normal loss: 4.3949, Plan similarity: 1.5000, Random contrast: 0.5664
Normal loss: 4.6060, Plan similarity: 1.7812, Random contrast: 0.5039
Normal loss: 4.4814, Plan similarity: 1.3281, Random contrast: 0.6562
Normal loss: 4.5861, Plan similarity: 1.8281, Random contrast: 0.4883
Normal loss: 4.6564, Plan similarity: 1.8125, Random contrast: 0.4961
Normal loss: 4.3349, Plan similarity: 1.5547, Random contrast: 0.5977
Normal loss: 4.6335, Plan similarity: 1.5625, Random contrast: 0.3984
Normal loss: 4.6829, Plan similarity: 1.3750, Random contrast: 0.5781
Normal loss: 4.5129, Plan similarity: 1.3438, Random contrast: 0.6094
Normal loss: 4.4901, Plan similarity: 1.3281, Random contrast: 0.6289
Normal loss: 4.4048, Plan similarity: 1.3750, Random contrast: 0.6445
Normal loss: 4.3744, Plan similarity: 1.5000, Random contrast: 0.5586
Normal loss: 4.8674, Plan similarity: 1.5781, Random contrast: 0.3262
Normal loss: 4.3708, Plan similarity: 1.3750, Random contrast: 0.6484
Normal loss: 4.4901, Plan similarity: 1.7578, Random contrast: 0.5703
Normal loss: 4.4044, Plan similarity: 1.5547, Random contrast: 0.5781
Normal loss: 4.6012, Plan similarity: 1.5391, Random contrast: 0.5781
Normal loss: 4.6169, Plan similarity: 1.6719, Random contrast: 0.4688
Normal loss: 4.4933, Plan similarity: 1.8750, Random contrast: 0.3750
Normal loss: 4.6169, Plan similarity: 1.5156, Random contrast: 0.5625
Normal loss: 4.5377, Plan similarity: 1.7188, Random contrast: 0.5586
Normal loss: 4.4509, Plan similarity: 1.6172, Random contrast: 0.4102
Normal loss: 4.6987, Plan similarity: 1.7188, Random contrast: 0.4922
Normal loss: 4.5102, Plan similarity: 1.4609, Random contrast: 0.5625
Normal loss: 4.5880, Plan similarity: 1.5469, Random contrast: 0.5273
Normal loss: 4.4472, Plan similarity: 1.5078, Random contrast: 0.5781
Normal loss: 4.8495, Plan similarity: 1.5469, Random contrast: 0.5078
Normal loss: 4.6430, Plan similarity: 1.5312, Random contrast: 0.5195
Normal loss: 4.4118, Plan similarity: 1.4688, Random contrast: 0.6016
Normal loss: 4.4891, Plan similarity: 1.4688, Random contrast: 0.6172
Normal loss: 4.5503, Plan similarity: 1.6484, Random contrast: 0.5000
Normal loss: 4.5712, Plan similarity: 1.6562, Random contrast: 0.2910
Normal loss: 4.5430, Plan similarity: 1.6016, Random contrast: 0.5078
Normal loss: 4.7117, Plan similarity: 1.5781, Random contrast: 0.5391
Normal loss: 4.5127, Plan similarity: 1.5938, Random contrast: 0.4648
Normal loss: 4.5464, Plan similarity: 1.4219, Random contrast: 0.5898
Normal loss: 4.5494, Plan similarity: 1.6094, Random contrast: 0.4648
Normal loss: 4.5506, Plan similarity: 1.6328, Random contrast: 0.4609
Normal loss: 4.5233, Plan similarity: 1.6875, Random contrast: 0.4844
Normal loss: 4.4265, Plan similarity: 1.4688, Random contrast: 0.5859
Normal loss: 4.5847, Plan similarity: 1.7109, Random contrast: 0.4492
Normal loss: 4.6523, Plan similarity: 1.6562, Random contrast: 0.5234
Normal loss: 4.6491, Plan similarity: 1.5469, Random contrast: 0.5625
Normal loss: 4.7369, Plan similarity: 1.6562, Random contrast: 0.4277
Normal loss: 4.5760, Plan similarity: 1.6562, Random contrast: 0.4258
Normal loss: 4.4766, Plan similarity: 2.0938, Random contrast: 0.5391
Normal loss: 4.4626, Plan similarity: 1.6875, Random contrast: 0.5195
Normal loss: 4.4756, Plan similarity: 1.5703, Random contrast: 0.5117
Normal loss: 4.5628, Plan similarity: 1.4531, Random contrast: 0.5781
Normal loss: 4.5241, Plan similarity: 1.4844, Random contrast: 0.4727
Normal loss: 4.5245, Plan similarity: 1.7500, Random contrast: 0.3047
Normal loss: 4.6078, Plan similarity: 1.5000, Random contrast: 0.5781
Normal loss: 4.0931, Plan similarity: 1.5156, Random contrast: 0.5938
Normal loss: 4.4358, Plan similarity: 1.7188, Random contrast: 0.4414
Normal loss: 4.3407, Plan similarity: 1.5781, Random contrast: 0.5312
Normal loss: 4.4764, Plan similarity: 1.7031, Random contrast: 0.3848
Normal loss: 4.5151, Plan similarity: 1.7344, Random contrast: 0.1011
Normal loss: 4.5533, Plan similarity: 1.5625, Random contrast: 0.5078
Normal loss: 4.4324, Plan similarity: 1.4844, Random contrast: 0.5859
Normal loss: 4.4447, Plan similarity: 1.6875, Random contrast: 0.4688
Normal loss: 4.6728, Plan similarity: 1.9531, Random contrast: 0.4648
Normal loss: 4.4418, Plan similarity: 1.7500, Random contrast: 0.4238
Normal loss: 4.4063, Plan similarity: 1.8203, Random contrast: 0.3711
Normal loss: 4.4087, Plan similarity: 1.5000, Random contrast: 0.6250
Normal loss: 4.5522, Plan similarity: 1.2656, Random contrast: 0.6172
Normal loss: 4.6660, Plan similarity: 1.5078, Random contrast: 0.5469
Normal loss: 4.4957, Plan similarity: 1.7812, Random contrast: 0.4434
Normal loss: 4.3607, Plan similarity: 1.6172, Random contrast: 0.4219
Normal loss: 4.3839, Plan similarity: 1.4922, Random contrast: 0.5508
Normal loss: 4.6066, Plan similarity: 1.4375, Random contrast: 0.5039
Normal loss: 4.4751, Plan similarity: 1.5938, Random contrast: 0.4922
Normal loss: 4.2866, Plan similarity: 1.5938, Random contrast: 0.4922
Normal loss: 4.7628, Plan similarity: 1.8203, Random contrast: 0.4102
Normal loss: 4.6297, Plan similarity: 1.6875, Random contrast: 0.3027
Normal loss: 4.5405, Plan similarity: 1.8750, Random contrast: 0.2100
Normal loss: 4.2392, Plan similarity: 1.5938, Random contrast: 0.5703
Normal loss: 4.6287, Plan similarity: 1.7578, Random contrast: 0.3145
Normal loss: 4.3829, Plan similarity: 2.0781, Random contrast: 0.3984
Normal loss: 4.3874, Plan similarity: 1.7734, Random contrast: 0.1050
Normal loss: 4.2966, Plan similarity: 1.5312, Random contrast: 0.4336
Normal loss: 4.6146, Plan similarity: 1.4062, Random contrast: 0.5859
