Normal loss: 1.9329, Plan similarity: 0.1982, Random contrast: 0.6719
Normal loss: 3.9795, Plan similarity: 3.4688, Random contrast: 0.6875
Normal loss: 3.6266, Plan similarity: 2.5000, Random contrast: 0.6875
Normal loss: 4.0598, Plan similarity: 1.7422, Random contrast: 0.6836
Normal loss: 3.8271, Plan similarity: 1.9844, Random contrast: 0.6875
Normal loss: 3.5441, Plan similarity: 2.3125, Random contrast: 0.6797
Normal loss: 4.0936, Plan similarity: 3.5625, Random contrast: 0.6875
Normal loss: 4.1697, Plan similarity: 1.4688, Random contrast: 0.6875
Normal loss: 4.0652, Plan similarity: 1.6953, Random contrast: 0.6875
Normal loss: 3.6607, Plan similarity: 2.8438, Random contrast: 0.6875
Normal loss: 3.9243, Plan similarity: 3.0938, Random contrast: 0.6875
Normal loss: 3.4622, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 3.7078, Plan similarity: 1.9531, Random contrast: 0.6875
Normal loss: 3.4308, Plan similarity: 2.4688, Random contrast: 0.6836
Normal loss: 3.6739, Plan similarity: 2.1406, Random contrast: 0.6836
Normal loss: 3.5936, Plan similarity: 2.3281, Random contrast: 0.6797
Normal loss: 3.3821, Plan similarity: 2.4219, Random contrast: 0.6758
Normal loss: 4.0594, Plan similarity: 2.3438, Random contrast: 0.6836
Normal loss: 3.4887, Plan similarity: 2.4688, Random contrast: 0.6758
Normal loss: 3.7561, Plan similarity: 2.0625, Random contrast: 0.6875
Normal loss: 3.5790, Plan similarity: 2.2812, Random contrast: 0.6875
Normal loss: 3.5644, Plan similarity: 2.4688, Random contrast: 0.6836
Normal loss: 3.5587, Plan similarity: 2.8125, Random contrast: 0.6797
Normal loss: 3.5711, Plan similarity: 2.0938, Random contrast: 0.6875
Normal loss: 3.4552, Plan similarity: 2.1875, Random contrast: 0.6875
Normal loss: 3.5450, Plan similarity: 2.1875, Random contrast: 0.6875
Normal loss: 3.1697, Plan similarity: 2.7500, Random contrast: 0.6875
Normal loss: 3.3148, Plan similarity: 2.1562, Random contrast: 0.6797
Normal loss: 3.6367, Plan similarity: 1.9688, Random contrast: 0.6797
Normal loss: 3.6330, Plan similarity: 2.3281, Random contrast: 0.6875
Normal loss: 3.2769, Plan similarity: 2.3125, Random contrast: 0.6797
Normal loss: 3.5580, Plan similarity: 2.3125, Random contrast: 0.6797
Normal loss: 3.0890, Plan similarity: 2.5000, Random contrast: 0.6875
Normal loss: 3.5591, Plan similarity: 2.9688, Random contrast: 0.6875
Normal loss: 3.4994, Plan similarity: 2.0781, Random contrast: 0.6875
Normal loss: 3.1706, Plan similarity: 2.2188, Random contrast: 0.6875
Normal loss: 3.3563, Plan similarity: 1.9844, Random contrast: 0.6875
Normal loss: 3.4845, Plan similarity: 2.2500, Random contrast: 0.6875
Normal loss: 3.2171, Plan similarity: 2.2188, Random contrast: 0.6719
Normal loss: 3.5454, Plan similarity: 2.2031, Random contrast: 0.6836
Normal loss: 3.2402, Plan similarity: 2.2188, Random contrast: 0.6758
Normal loss: 3.1916, Plan similarity: 2.1094, Random contrast: 0.6836
Normal loss: 3.2602, Plan similarity: 2.1250, Random contrast: 0.6836
Normal loss: 3.2778, Plan similarity: 2.5938, Random contrast: 0.6836
Normal loss: 3.3991, Plan similarity: 2.4844, Random contrast: 0.6875
Normal loss: 3.7862, Plan similarity: 2.1875, Random contrast: 0.6875
Normal loss: 3.2679, Plan similarity: 2.0781, Random contrast: 0.6875
Normal loss: 3.4066, Plan similarity: 2.6875, Random contrast: 0.6836
Normal loss: 3.4773, Plan similarity: 2.7969, Random contrast: 0.6875
Normal loss: 3.1219, Plan similarity: 2.3438, Random contrast: 0.6797
Normal loss: 3.5768, Plan similarity: 2.3438, Random contrast: 0.6836
Normal loss: 3.3843, Plan similarity: 2.3750, Random contrast: 0.6758
Normal loss: 3.6454, Plan similarity: 1.8047, Random contrast: 0.6758
Normal loss: 3.3582, Plan similarity: 2.3281, Random contrast: 0.6758
Normal loss: 3.6190, Plan similarity: 2.5469, Random contrast: 0.6836
Normal loss: 3.4265, Plan similarity: 2.3438, Random contrast: 0.6836
Normal loss: 3.4223, Plan similarity: 2.0312, Random contrast: 0.6875
Normal loss: 3.3055, Plan similarity: 2.5938, Random contrast: 0.6797
Normal loss: 3.3181, Plan similarity: 2.8125, Random contrast: 0.6797
Normal loss: 3.2895, Plan similarity: 2.6562, Random contrast: 0.6875
Normal loss: 3.4235, Plan similarity: 2.4375, Random contrast: 0.6875
Normal loss: 3.0231, Plan similarity: 1.9375, Random contrast: 0.6797
Normal loss: 3.2459, Plan similarity: 2.5000, Random contrast: 0.6875
Normal loss: 3.2250, Plan similarity: 2.5000, Random contrast: 0.6797
Normal loss: 3.1745, Plan similarity: 2.4375, Random contrast: 0.6797
Normal loss: 3.2424, Plan similarity: 2.0625, Random contrast: 0.6797
Normal loss: 3.1550, Plan similarity: 2.5781, Random contrast: 0.6875
Normal loss: 3.4425, Plan similarity: 2.2500, Random contrast: 0.6836
Normal loss: 3.3242, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 2.9298, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 3.3982, Plan similarity: 2.1406, Random contrast: 0.6875
Normal loss: 3.1973, Plan similarity: 2.4062, Random contrast: 0.6875
Normal loss: 3.6472, Plan similarity: 2.4062, Random contrast: 0.6836
Normal loss: 3.0639, Plan similarity: 2.5938, Random contrast: 0.6797
Normal loss: 3.1330, Plan similarity: 2.2969, Random contrast: 0.6836
Normal loss: 3.1188, Plan similarity: 2.2031, Random contrast: 0.6758
Normal loss: 3.1864, Plan similarity: 2.8281, Random contrast: 0.6797
Normal loss: 3.2046, Plan similarity: 2.7188, Random contrast: 0.6836
Normal loss: 3.2972, Plan similarity: 2.4688, Random contrast: 0.6875
Normal loss: 3.1689, Plan similarity: 2.0312, Random contrast: 0.6797
Normal loss: 3.2023, Plan similarity: 2.1875, Random contrast: 0.6836
Normal loss: 3.0061, Plan similarity: 2.2656, Random contrast: 0.6797
Normal loss: 3.2986, Plan similarity: 2.4219, Random contrast: 0.6797
Normal loss: 3.4478, Plan similarity: 2.3125, Random contrast: 0.6875
Normal loss: 3.0525, Plan similarity: 2.2500, Random contrast: 0.6875
Normal loss: 3.2020, Plan similarity: 2.4375, Random contrast: 0.6797
Normal loss: 3.3743, Plan similarity: 2.6250, Random contrast: 0.6836
Normal loss: 3.0410, Plan similarity: 2.5625, Random contrast: 0.6797
Normal loss: 3.1567, Plan similarity: 2.6875, Random contrast: 0.6875
Normal loss: 3.2967, Plan similarity: 2.6562, Random contrast: 0.6875
Normal loss: 3.2549, Plan similarity: 2.2188, Random contrast: 0.6758
Normal loss: 3.2338, Plan similarity: 2.5625, Random contrast: 0.6719
Normal loss: 3.3414, Plan similarity: 2.6719, Random contrast: 0.6875
Normal loss: 3.1180, Plan similarity: 2.4844, Random contrast: 0.6797
Normal loss: 3.1692, Plan similarity: 2.8438, Random contrast: 0.6875
Normal loss: 3.2881, Plan similarity: 2.1250, Random contrast: 0.6680
Normal loss: 3.3753, Plan similarity: 2.1562, Random contrast: 0.6836
Normal loss: 3.0735, Plan similarity: 3.1719, Random contrast: 0.6797
Normal loss: 3.2259, Plan similarity: 2.8438, Random contrast: 0.6875
Normal loss: 3.5945, Plan similarity: 1.7500, Random contrast: 0.6875
Normal loss: 3.1045, Plan similarity: 2.0469, Random contrast: 0.6875
Normal loss: 3.1415, Plan similarity: 2.8906, Random contrast: 0.6797
Normal loss: 3.0177, Plan similarity: 3.0781, Random contrast: 0.6875
Normal loss: 3.3475, Plan similarity: 1.8906, Random contrast: 0.6875
Normal loss: 3.1379, Plan similarity: 1.9688, Random contrast: 0.6719
Normal loss: 3.4996, Plan similarity: 1.8438, Random contrast: 0.6562
Normal loss: 3.2109, Plan similarity: 2.7500, Random contrast: 0.6875
Normal loss: 3.3804, Plan similarity: 3.1250, Random contrast: 0.6875
Normal loss: 3.3695, Plan similarity: 1.7734, Random contrast: 0.6836
Normal loss: 3.2384, Plan similarity: 3.2500, Random contrast: 0.6875
Normal loss: 2.9050, Plan similarity: 3.1719, Random contrast: 0.6719
Normal loss: 3.2955, Plan similarity: 1.9531, Random contrast: 0.6719
Normal loss: 3.1327, Plan similarity: 3.5156, Random contrast: 0.6875
Normal loss: 3.1020, Plan similarity: 2.9375, Random contrast: 0.6875
Normal loss: 3.1720, Plan similarity: 3.0156, Random contrast: 0.6797
Normal loss: 3.4753, Plan similarity: 1.9531, Random contrast: 0.6875
Normal loss: 3.3073, Plan similarity: 2.0469, Random contrast: 0.6797
Normal loss: 3.5602, Plan similarity: 2.4844, Random contrast: 0.6719
Normal loss: 3.3595, Plan similarity: 4.3125, Random contrast: 0.6875
Normal loss: 3.0392, Plan similarity: 2.3750, Random contrast: 0.6797
Normal loss: 3.1754, Plan similarity: 2.3125, Random contrast: 0.6797
Normal loss: 3.0582, Plan similarity: 2.2500, Random contrast: 0.6836
Normal loss: 3.6791, Plan similarity: 2.1250, Random contrast: 0.6875
Normal loss: 3.3245, Plan similarity: 2.0312, Random contrast: 0.6719
Normal loss: 2.9543, Plan similarity: 4.2188, Random contrast: 0.6875
Normal loss: 3.0579, Plan similarity: 2.9375, Random contrast: 0.6797
Normal loss: 3.4279, Plan similarity: 1.6406, Random contrast: 0.6797
Normal loss: 3.0074, Plan similarity: 3.0938, Random contrast: 0.6836
Normal loss: 3.0945, Plan similarity: 2.9062, Random contrast: 0.6836
Normal loss: 3.3292, Plan similarity: 3.1719, Random contrast: 0.6797
Normal loss: 3.2052, Plan similarity: 2.2500, Random contrast: 0.6836
Normal loss: 2.9822, Plan similarity: 2.6719, Random contrast: 0.6797
Normal loss: 3.1053, Plan similarity: 2.8281, Random contrast: 0.6719
Normal loss: 3.0069, Plan similarity: 2.8594, Random contrast: 0.6875
Normal loss: 3.2153, Plan similarity: 3.3906, Random contrast: 0.6875
Normal loss: 3.3904, Plan similarity: 2.0156, Random contrast: 0.6797
Normal loss: 3.4145, Plan similarity: 1.7266, Random contrast: 0.6797
Normal loss: 3.4310, Plan similarity: 1.7812, Random contrast: 0.6875
Normal loss: 3.3518, Plan similarity: 4.0938, Random contrast: 0.6797
Normal loss: 3.4101, Plan similarity: 2.3125, Random contrast: 0.6875
Normal loss: 3.4285, Plan similarity: 1.9844, Random contrast: 0.6875
Normal loss: 3.6411, Plan similarity: 3.2500, Random contrast: 0.6797
Normal loss: 3.5446, Plan similarity: 2.2500, Random contrast: 0.6797
Normal loss: 3.1301, Plan similarity: 1.7500, Random contrast: 0.6797
Normal loss: 3.1426, Plan similarity: 3.5469, Random contrast: 0.6875
Normal loss: 3.1469, Plan similarity: 2.4219, Random contrast: 0.6836
Normal loss: 3.5791, Plan similarity: 1.8672, Random contrast: 0.6836
Normal loss: 3.5867, Plan similarity: 1.7812, Random contrast: 0.6797
Normal loss: 3.0246, Plan similarity: 3.6562, Random contrast: 0.6875
Normal loss: 3.3365, Plan similarity: 3.9219, Random contrast: 0.6875
Normal loss: 3.4481, Plan similarity: 2.8438, Random contrast: 0.6797
Normal loss: 3.2251, Plan similarity: 2.0000, Random contrast: 0.6875
Normal loss: 3.6264, Plan similarity: 2.1094, Random contrast: 0.6875
Normal loss: 3.2471, Plan similarity: 1.8906, Random contrast: 0.6875
Normal loss: 2.8843, Plan similarity: 3.4062, Random contrast: 0.6836
Normal loss: 2.9816, Plan similarity: 3.3125, Random contrast: 0.6836
Normal loss: 3.2966, Plan similarity: 2.6875, Random contrast: 0.6680
Normal loss: 3.7979, Plan similarity: 1.9844, Random contrast: 0.6875
Normal loss: 3.2801, Plan similarity: 2.7812, Random contrast: 0.6758
Normal loss: 3.5734, Plan similarity: 2.7969, Random contrast: 0.6875
Normal loss: 3.2836, Plan similarity: 3.1250, Random contrast: 0.6641
Normal loss: 3.4135, Plan similarity: 2.1250, Random contrast: 0.6836
Normal loss: 3.1645, Plan similarity: 2.1250, Random contrast: 0.6875
Normal loss: 3.1384, Plan similarity: 3.4375, Random contrast: 0.6875
Normal loss: 3.0054, Plan similarity: 2.0938, Random contrast: 0.6875
Normal loss: 3.1594, Plan similarity: 2.2812, Random contrast: 0.6797
Normal loss: 3.3270, Plan similarity: 1.8594, Random contrast: 0.6836
Normal loss: 3.2980, Plan similarity: 1.9375, Random contrast: 0.6875
Normal loss: 3.2721, Plan similarity: 2.7500, Random contrast: 0.6875
Normal loss: 3.2344, Plan similarity: 2.9375, Random contrast: 0.6875
Normal loss: 3.0215, Plan similarity: 3.0625, Random contrast: 0.6875
Normal loss: 2.8618, Plan similarity: 3.1562, Random contrast: 0.6719
Normal loss: 3.5361, Plan similarity: 2.0000, Random contrast: 0.6875
Normal loss: 3.4831, Plan similarity: 1.7812, Random contrast: 0.6875
Normal loss: 3.2644, Plan similarity: 1.9766, Random contrast: 0.6797
Normal loss: 3.4024, Plan similarity: 2.2969, Random contrast: 0.6875
Normal loss: 3.3000, Plan similarity: 3.0938, Random contrast: 0.6875
Normal loss: 3.1838, Plan similarity: 2.5312, Random contrast: 0.6875
Normal loss: 3.0888, Plan similarity: 2.1406, Random contrast: 0.6875
Normal loss: 2.9497, Plan similarity: 2.4688, Random contrast: 0.6836
Normal loss: 3.1040, Plan similarity: 2.5938, Random contrast: 0.6836
Normal loss: 3.1524, Plan similarity: 2.5312, Random contrast: 0.6875
Normal loss: 3.1913, Plan similarity: 2.2812, Random contrast: 0.6719
Normal loss: 3.1549, Plan similarity: 2.5156, Random contrast: 0.6797
Normal loss: 3.5286, Plan similarity: 2.1875, Random contrast: 0.6836
Normal loss: 3.0898, Plan similarity: 2.0156, Random contrast: 0.6875
Normal loss: 3.1790, Plan similarity: 2.3125, Random contrast: 0.6875
Normal loss: 3.3061, Plan similarity: 3.0625, Random contrast: 0.6875
Normal loss: 3.1900, Plan similarity: 2.7500, Random contrast: 0.6836
Normal loss: 3.2868, Plan similarity: 3.0938, Random contrast: 0.6836
Normal loss: 3.2060, Plan similarity: 2.8594, Random contrast: 0.6875
Normal loss: 3.4288, Plan similarity: 3.4062, Random contrast: 0.6875
Normal loss: 3.4323, Plan similarity: 2.0156, Random contrast: 0.6797
Normal loss: 3.5701, Plan similarity: 2.5625, Random contrast: 0.6875
Normal loss: 3.3284, Plan similarity: 2.9062, Random contrast: 0.6836
Normal loss: 3.2616, Plan similarity: 2.0625, Random contrast: 0.6875
Normal loss: 3.1781, Plan similarity: 1.9922, Random contrast: 0.6875
Normal loss: 3.2905, Plan similarity: 3.5938, Random contrast: 0.6875
Normal loss: 3.7250, Plan similarity: 2.5625, Random contrast: 0.6875
Normal loss: 3.2985, Plan similarity: 2.0938, Random contrast: 0.6797
Normal loss: 3.1198, Plan similarity: 2.1250, Random contrast: 0.6875
Normal loss: 3.5640, Plan similarity: 2.9688, Random contrast: 0.6797
Normal loss: 3.0032, Plan similarity: 2.5938, Random contrast: 0.6875
Normal loss: 3.1276, Plan similarity: 1.9844, Random contrast: 0.6875
Normal loss: 3.1597, Plan similarity: 3.3594, Random contrast: 0.6875
Normal loss: 3.0435, Plan similarity: 2.6875, Random contrast: 0.6719
Normal loss: 3.3900, Plan similarity: 2.8281, Random contrast: 0.6875
Normal loss: 3.0996, Plan similarity: 2.8281, Random contrast: 0.6836
Normal loss: 3.1342, Plan similarity: 2.2344, Random contrast: 0.6797
Normal loss: 3.0192, Plan similarity: 3.3281, Random contrast: 0.6797
Normal loss: 3.1473, Plan similarity: 2.7812, Random contrast: 0.6797
Normal loss: 3.2697, Plan similarity: 2.2188, Random contrast: 0.6875
Normal loss: 3.2229, Plan similarity: 3.8750, Random contrast: 0.6836
Normal loss: 3.1475, Plan similarity: 2.4062, Random contrast: 0.6836
Normal loss: 3.1982, Plan similarity: 2.1562, Random contrast: 0.6875
Normal loss: 3.4204, Plan similarity: 3.7188, Random contrast: 0.6875
Normal loss: 3.6826, Plan similarity: 4.4375, Random contrast: 0.6836
Normal loss: 3.4893, Plan similarity: 2.0781, Random contrast: 0.6875
Normal loss: 3.1062, Plan similarity: 2.7031, Random contrast: 0.6797
Normal loss: 3.3045, Plan similarity: 3.8125, Random contrast: 0.6875
Normal loss: 3.2233, Plan similarity: 2.5469, Random contrast: 0.6797
Normal loss: 3.2807, Plan similarity: 2.4375, Random contrast: 0.6875
Normal loss: 3.1304, Plan similarity: 2.4844, Random contrast: 0.6836
Normal loss: 3.0436, Plan similarity: 3.2500, Random contrast: 0.6719
Normal loss: 2.9676, Plan similarity: 1.8672, Random contrast: 0.6875
Normal loss: 3.0679, Plan similarity: 3.5000, Random contrast: 0.6875
Normal loss: 3.1013, Plan similarity: 2.8125, Random contrast: 0.6875
Normal loss: 3.1450, Plan similarity: 2.7031, Random contrast: 0.6836
Normal loss: 2.9120, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 3.3136, Plan similarity: 3.0938, Random contrast: 0.6875
Normal loss: 3.1523, Plan similarity: 2.5938, Random contrast: 0.6836
Normal loss: 3.2853, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 3.2822, Plan similarity: 2.5312, Random contrast: 0.6875
Normal loss: 3.0574, Plan similarity: 2.8125, Random contrast: 0.6875
Normal loss: 3.1896, Plan similarity: 3.0625, Random contrast: 0.6797
Normal loss: 2.9977, Plan similarity: 2.3438, Random contrast: 0.6836
Normal loss: 3.3106, Plan similarity: 2.3906, Random contrast: 0.6875
Normal loss: 2.9376, Plan similarity: 3.0312, Random contrast: 0.6875
Normal loss: 2.9570, Plan similarity: 2.6875, Random contrast: 0.6836
Normal loss: 2.9726, Plan similarity: 3.0156, Random contrast: 0.6875
Normal loss: 3.0541, Plan similarity: 2.7812, Random contrast: 0.6875
Normal loss: 3.1675, Plan similarity: 2.4688, Random contrast: 0.6875
Normal loss: 3.2264, Plan similarity: 2.0312, Random contrast: 0.6406
Normal loss: 2.9058, Plan similarity: 2.3125, Random contrast: 0.6797
Normal loss: 3.0100, Plan similarity: 3.1094, Random contrast: 0.6797
Normal loss: 3.2810, Plan similarity: 2.5312, Random contrast: 0.6875
Normal loss: 3.2695, Plan similarity: 1.9844, Random contrast: 0.6836
Normal loss: 3.6741, Plan similarity: 1.8125, Random contrast: 0.6875
Normal loss: 3.0258, Plan similarity: 3.5625, Random contrast: 0.6680
Normal loss: 2.6644, Plan similarity: 2.7188, Random contrast: 0.6875
Normal loss: 3.1361, Plan similarity: 1.9375, Random contrast: 0.6875
Normal loss: 3.2833, Plan similarity: 3.7969, Random contrast: 0.6797
Normal loss: 3.0423, Plan similarity: 4.1250, Random contrast: 0.6836
Normal loss: 3.5237, Plan similarity: 3.7656, Random contrast: 0.6875
Normal loss: 3.1909, Plan similarity: 3.1250, Random contrast: 0.6875
Normal loss: 2.7219, Plan similarity: 3.0625, Random contrast: 0.6875
Normal loss: 3.1770, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 2.8083, Plan similarity: 2.1562, Random contrast: 0.6758
Normal loss: 3.3305, Plan similarity: 2.4062, Random contrast: 0.6719
Normal loss: 3.1881, Plan similarity: 2.5625, Random contrast: 0.6797
Normal loss: 3.1208, Plan similarity: 3.3438, Random contrast: 0.6836
Normal loss: 3.1746, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 2.8822, Plan similarity: 2.6094, Random contrast: 0.6719
Normal loss: 2.7742, Plan similarity: 2.9688, Random contrast: 0.6797
Normal loss: 3.0008, Plan similarity: 2.9062, Random contrast: 0.6875
Normal loss: 3.0012, Plan similarity: 2.9688, Random contrast: 0.6797
Normal loss: 3.0373, Plan similarity: 2.6562, Random contrast: 0.6719
Normal loss: 2.9628, Plan similarity: 2.6250, Random contrast: 0.6836
Normal loss: 2.8240, Plan similarity: 3.1562, Random contrast: 0.6797
Normal loss: 2.7569, Plan similarity: 2.7656, Random contrast: 0.6797
Normal loss: 2.9684, Plan similarity: 2.6094, Random contrast: 0.6797
Normal loss: 3.0027, Plan similarity: 2.5625, Random contrast: 0.6875
Normal loss: 3.0021, Plan similarity: 2.6250, Random contrast: 0.6836
Normal loss: 2.8493, Plan similarity: 2.8125, Random contrast: 0.6875
Normal loss: 2.8171, Plan similarity: 2.8125, Random contrast: 0.6836
Normal loss: 3.0763, Plan similarity: 2.8750, Random contrast: 0.6641
Normal loss: 3.2509, Plan similarity: 2.5469, Random contrast: 0.6719
Normal loss: 2.8893, Plan similarity: 3.1875, Random contrast: 0.6875
Normal loss: 2.9419, Plan similarity: 3.0625, Random contrast: 0.6797
Normal loss: 3.1638, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 2.8900, Plan similarity: 2.9062, Random contrast: 0.6875
Normal loss: 3.0258, Plan similarity: 2.7969, Random contrast: 0.6875
Normal loss: 2.9463, Plan similarity: 2.7812, Random contrast: 0.6836
Normal loss: 3.0329, Plan similarity: 2.1875, Random contrast: 0.6875
Normal loss: 3.0080, Plan similarity: 2.2656, Random contrast: 0.6875
Normal loss: 2.8086, Plan similarity: 3.3438, Random contrast: 0.6875
Normal loss: 3.1584, Plan similarity: 4.1250, Random contrast: 0.6797
Normal loss: 3.2152, Plan similarity: 3.8438, Random contrast: 0.6797
Normal loss: 3.3602, Plan similarity: 3.8281, Random contrast: 0.6836
Normal loss: 3.3036, Plan similarity: 4.0625, Random contrast: 0.6797
Normal loss: 3.2897, Plan similarity: 2.3125, Random contrast: 0.6758
Normal loss: 3.0717, Plan similarity: 3.1562, Random contrast: 0.6719
Normal loss: 3.3394, Plan similarity: 3.0000, Random contrast: 0.6797
Normal loss: 2.9865, Plan similarity: 2.3438, Random contrast: 0.6719
Normal loss: 3.0993, Plan similarity: 2.2500, Random contrast: 0.6719
Normal loss: 3.0502, Plan similarity: 3.6562, Random contrast: 0.6875
Normal loss: 3.0110, Plan similarity: 4.1875, Random contrast: 0.6836
Normal loss: 2.9982, Plan similarity: 4.2188, Random contrast: 0.6797
Normal loss: 3.2790, Plan similarity: 2.3906, Random contrast: 0.6875
Normal loss: 3.2677, Plan similarity: 2.2500, Random contrast: 0.6758
Normal loss: 3.1815, Plan similarity: 3.1250, Random contrast: 0.6484
Normal loss: 3.1180, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 3.5083, Plan similarity: 2.0625, Random contrast: 0.6875
Normal loss: 3.7236, Plan similarity: 2.2031, Random contrast: 0.6875
Normal loss: 3.1712, Plan similarity: 3.8125, Random contrast: 0.6836
Normal loss: 3.1775, Plan similarity: 3.5781, Random contrast: 0.6875
Normal loss: 3.1206, Plan similarity: 4.1875, Random contrast: 0.6875
Normal loss: 3.5933, Plan similarity: 4.0312, Random contrast: 0.6836
Normal loss: 3.4491, Plan similarity: 2.3438, Random contrast: 0.6758
Normal loss: 3.1072, Plan similarity: 2.3750, Random contrast: 0.6836
Normal loss: 3.9756, Plan similarity: 2.2188, Random contrast: 0.6875
Normal loss: 3.6563, Plan similarity: 4.9688, Random contrast: 0.6797
Normal loss: 3.7351, Plan similarity: 4.6562, Random contrast: 0.6875
Normal loss: 3.4691, Plan similarity: 4.7812, Random contrast: 0.6797
Normal loss: 3.5805, Plan similarity: 2.2656, Random contrast: 0.6797
Normal loss: 3.9043, Plan similarity: 1.8906, Random contrast: 0.6836
Normal loss: 3.4224, Plan similarity: 2.5156, Random contrast: 0.6875
Normal loss: 3.3932, Plan similarity: 3.5469, Random contrast: 0.6875
Normal loss: 3.2320, Plan similarity: 2.8125, Random contrast: 0.6836
Normal loss: 3.5254, Plan similarity: 2.1250, Random contrast: 0.6836
Normal loss: 3.2491, Plan similarity: 2.4375, Random contrast: 0.6875
Normal loss: 3.3089, Plan similarity: 3.4219, Random contrast: 0.6836
Normal loss: 3.5795, Plan similarity: 3.1094, Random contrast: 0.6875
Normal loss: 3.1630, Plan similarity: 1.8828, Random contrast: 0.6875
Normal loss: 3.3118, Plan similarity: 2.1250, Random contrast: 0.6797
Normal loss: 3.1372, Plan similarity: 2.8750, Random contrast: 0.6797
Normal loss: 3.3376, Plan similarity: 3.2969, Random contrast: 0.6797
Normal loss: 3.3618, Plan similarity: 1.9531, Random contrast: 0.6875
Normal loss: 3.1051, Plan similarity: 2.8750, Random contrast: 0.6797
Normal loss: 3.0937, Plan similarity: 3.3750, Random contrast: 0.6875
Normal loss: 3.3159, Plan similarity: 3.0000, Random contrast: 0.6875
Normal loss: 3.5949, Plan similarity: 2.1250, Random contrast: 0.6836
Normal loss: 3.4879, Plan similarity: 2.5469, Random contrast: 0.6836
Normal loss: 3.3276, Plan similarity: 2.3281, Random contrast: 0.6875
Normal loss: 3.1838, Plan similarity: 2.4531, Random contrast: 0.6797
Normal loss: 3.2327, Plan similarity: 2.8125, Random contrast: 0.6797
Normal loss: 3.1465, Plan similarity: 3.0000, Random contrast: 0.6797
Normal loss: 3.0420, Plan similarity: 2.9688, Random contrast: 0.6875
Normal loss: 3.3319, Plan similarity: 2.9844, Random contrast: 0.6836
Normal loss: 3.0157, Plan similarity: 3.6562, Random contrast: 0.6797
Normal loss: 3.1875, Plan similarity: 2.4062, Random contrast: 0.6875
Normal loss: 3.2227, Plan similarity: 1.7812, Random contrast: 0.6836
Normal loss: 3.2759, Plan similarity: 2.3750, Random contrast: 0.6797
Normal loss: 3.3768, Plan similarity: 1.8438, Random contrast: 0.6875
Normal loss: 3.2402, Plan similarity: 2.4688, Random contrast: 0.6875
Normal loss: 3.0554, Plan similarity: 2.8438, Random contrast: 0.6797
Normal loss: 3.0305, Plan similarity: 2.6562, Random contrast: 0.6875
Normal loss: 3.1322, Plan similarity: 2.6562, Random contrast: 0.6875
Normal loss: 2.8044, Plan similarity: 2.6562, Random contrast: 0.6875
Normal loss: 3.0735, Plan similarity: 2.4062, Random contrast: 0.6797
Normal loss: 3.1077, Plan similarity: 2.6406, Random contrast: 0.6875
Normal loss: 3.5176, Plan similarity: 2.3125, Random contrast: 0.6875
Normal loss: 2.9169, Plan similarity: 2.4062, Random contrast: 0.6758
Normal loss: 2.9931, Plan similarity: 2.3125, Random contrast: 0.6836
Normal loss: 3.2713, Plan similarity: 2.5000, Random contrast: 0.6836
Normal loss: 3.2591, Plan similarity: 2.0312, Random contrast: 0.6875
Normal loss: 2.9773, Plan similarity: 2.2500, Random contrast: 0.6836
Normal loss: 2.9499, Plan similarity: 2.3906, Random contrast: 0.6797
Normal loss: 2.9401, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 2.9898, Plan similarity: 2.5000, Random contrast: 0.6875
Normal loss: 3.5374, Plan similarity: 2.7500, Random contrast: 0.6836
Normal loss: 2.7323, Plan similarity: 2.5469, Random contrast: 0.6875
Normal loss: 2.9623, Plan similarity: 2.4688, Random contrast: 0.6875
Normal loss: 3.2623, Plan similarity: 3.0000, Random contrast: 0.6875
Normal loss: 3.0050, Plan similarity: 2.5938, Random contrast: 0.6875
Normal loss: 3.1274, Plan similarity: 2.8281, Random contrast: 0.6797
Normal loss: 2.8918, Plan similarity: 2.6562, Random contrast: 0.6836
Normal loss: 3.0529, Plan similarity: 3.0938, Random contrast: 0.6719
Normal loss: 3.0945, Plan similarity: 2.5312, Random contrast: 0.6875
Normal loss: 2.7602, Plan similarity: 2.0938, Random contrast: 0.6875
Normal loss: 3.1693, Plan similarity: 2.6406, Random contrast: 0.6836
Normal loss: 3.0831, Plan similarity: 2.8438, Random contrast: 0.6836
Normal loss: 2.8073, Plan similarity: 2.6875, Random contrast: 0.6797
Normal loss: 3.1289, Plan similarity: 2.5000, Random contrast: 0.6836
Normal loss: 3.2469, Plan similarity: 2.5000, Random contrast: 0.6875
Normal loss: 2.8256, Plan similarity: 2.7031, Random contrast: 0.6836
Normal loss: 2.6130, Plan similarity: 2.3906, Random contrast: 0.6758
Normal loss: 3.1578, Plan similarity: 2.5156, Random contrast: 0.6875
