Normal loss: 1.9329, Plan similarity: 0.1982, Random contrast: 0.6719
Normal loss: 0.0927, Plan similarity: 0.0525, Random contrast: 0.6914
Normal loss: 0.1132, Plan similarity: 0.0645, Random contrast: 0.6914
Normal loss: 0.1003, Plan similarity: 0.3867, Random contrast: 0.6914
Normal loss: 0.1122, Plan similarity: 0.0669, Random contrast: 0.6914
Normal loss: 0.1483, Plan similarity: 1.8906, Random contrast: 0.6914
Normal loss: 0.1383, Plan similarity: 3.1094, Random contrast: 0.6914
Normal loss: 0.0596, Plan similarity: 0.0261, Random contrast: 0.6914
Normal loss: 0.0919, Plan similarity: 0.0649, Random contrast: 0.6914
Normal loss: 0.0746, Plan similarity: 0.0552, Random contrast: 0.6914
Normal loss: 0.0656, Plan similarity: 0.0454, Random contrast: 0.6914
Normal loss: 0.1124, Plan similarity: 1.0078, Random contrast: 0.6914
Normal loss: 0.0519, Plan similarity: 0.0530, Random contrast: 0.6914
Normal loss: 0.1664, Plan similarity: 4.8125, Random contrast: 0.6914
Normal loss: 0.0823, Plan similarity: 0.0562, Random contrast: 0.6914
Normal loss: 0.1233, Plan similarity: 2.1719, Random contrast: 0.6914
Normal loss: 0.0676, Plan similarity: 0.0859, Random contrast: 0.6875
Normal loss: 0.1595, Plan similarity: 0.0300, Random contrast: 0.6914
Normal loss: 0.0629, Plan similarity: 0.1699, Random contrast: 0.6914
Normal loss: 0.0535, Plan similarity: 0.0464, Random contrast: 0.6914
Normal loss: 0.1393, Plan similarity: 2.3750, Random contrast: 0.6914
Normal loss: 0.0859, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 0.0539, Plan similarity: 0.0493, Random contrast: 0.6914
Normal loss: 0.1049, Plan similarity: 2.2344, Random contrast: 0.6914
Normal loss: 0.1049, Plan similarity: 0.0454, Random contrast: 0.6914
Normal loss: 0.0794, Plan similarity: 1.3281, Random contrast: 0.6914
Normal loss: 0.0542, Plan similarity: 0.0537, Random contrast: 0.6914
Normal loss: 0.1194, Plan similarity: 0.0415, Random contrast: 0.6914
Normal loss: 0.0957, Plan similarity: 0.0410, Random contrast: 0.6914
Normal loss: 0.1057, Plan similarity: 0.0610, Random contrast: 0.6914
Normal loss: 0.0358, Plan similarity: 0.0547, Random contrast: 0.6914
Normal loss: 0.0837, Plan similarity: 0.0669, Random contrast: 0.6914
Normal loss: 0.0926, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 0.0965, Plan similarity: 0.0928, Random contrast: 0.6914
Normal loss: 0.0860, Plan similarity: 0.3750, Random contrast: 0.6914
Normal loss: 0.0535, Plan similarity: 0.0447, Random contrast: 0.6875
Normal loss: 0.0886, Plan similarity: 1.2344, Random contrast: 0.6914
Normal loss: 0.1036, Plan similarity: 1.4375, Random contrast: 0.6914
Normal loss: 0.0955, Plan similarity: 0.0850, Random contrast: 0.6914
Normal loss: 0.1087, Plan similarity: 0.0601, Random contrast: 0.6914
Normal loss: 0.0744, Plan similarity: 0.0308, Random contrast: 0.6914
Normal loss: 0.1611, Plan similarity: 2.4375, Random contrast: 0.6914
Normal loss: 0.1431, Plan similarity: 4.1875, Random contrast: 0.6914
Normal loss: 0.1887, Plan similarity: 2.9062, Random contrast: 0.6914
Normal loss: 0.0841, Plan similarity: 0.0398, Random contrast: 0.6914
Normal loss: 0.0679, Plan similarity: 1.5938, Random contrast: 0.6914
Normal loss: 0.1165, Plan similarity: 4.7500, Random contrast: 0.6914
Normal loss: 0.0657, Plan similarity: 0.0684, Random contrast: 0.6914
Normal loss: 0.0702, Plan similarity: 3.2969, Random contrast: 0.6914
Normal loss: 0.1200, Plan similarity: 2.5781, Random contrast: 0.6914
Normal loss: 0.0777, Plan similarity: 0.0615, Random contrast: 0.6914
Normal loss: 0.0820, Plan similarity: 2.8438, Random contrast: 0.6914
Normal loss: 0.0791, Plan similarity: 0.0388, Random contrast: 0.6914
Normal loss: 0.0881, Plan similarity: 2.2969, Random contrast: 0.6914
Normal loss: 0.0802, Plan similarity: 0.0564, Random contrast: 0.6914
Normal loss: 0.0965, Plan similarity: 0.0703, Random contrast: 0.6914
Normal loss: 0.1228, Plan similarity: 1.4219, Random contrast: 0.6914
Normal loss: 0.1394, Plan similarity: 0.0527, Random contrast: 0.6914
Normal loss: 0.0721, Plan similarity: 0.0669, Random contrast: 0.6914
Normal loss: 0.0860, Plan similarity: 0.0439, Random contrast: 0.6914
Normal loss: 0.0756, Plan similarity: 0.0610, Random contrast: 0.6914
Normal loss: 0.0746, Plan similarity: 0.0483, Random contrast: 0.6914
Normal loss: 0.1968, Plan similarity: 2.1406, Random contrast: 0.6836
Normal loss: 0.0924, Plan similarity: 0.0305, Random contrast: 0.6914
Normal loss: 0.0783, Plan similarity: 0.0535, Random contrast: 0.6914
Normal loss: 0.0725, Plan similarity: 0.0464, Random contrast: 0.6914
Normal loss: 0.0961, Plan similarity: 0.0571, Random contrast: 0.6914
Normal loss: 0.1213, Plan similarity: 3.4531, Random contrast: 0.6914
Normal loss: 0.0465, Plan similarity: 2.3594, Random contrast: 0.6914
Normal loss: 0.1702, Plan similarity: 1.6953, Random contrast: 0.6914
Normal loss: 0.2163, Plan similarity: 2.7188, Random contrast: 0.6914
Normal loss: 0.0894, Plan similarity: 0.0439, Random contrast: 0.6914
Normal loss: 0.0762, Plan similarity: 0.0659, Random contrast: 0.6914
Normal loss: 0.0607, Plan similarity: 0.0239, Random contrast: 0.6914
Normal loss: 0.1528, Plan similarity: 0.0693, Random contrast: 0.6914
Normal loss: 0.0523, Plan similarity: 0.0391, Random contrast: 0.6914
Normal loss: 0.0775, Plan similarity: 1.5703, Random contrast: 0.6914
Normal loss: 0.0572, Plan similarity: 0.0625, Random contrast: 0.6914
Normal loss: 0.0768, Plan similarity: 0.0352, Random contrast: 0.6914
Normal loss: 0.1290, Plan similarity: 2.7031, Random contrast: 0.6875
Normal loss: 0.1578, Plan similarity: 0.0608, Random contrast: 0.6914
Normal loss: 0.0935, Plan similarity: 0.0410, Random contrast: 0.6914
Normal loss: 0.1468, Plan similarity: 2.2812, Random contrast: 0.6914
Normal loss: 0.1530, Plan similarity: 2.5781, Random contrast: 0.6914
Normal loss: 0.0597, Plan similarity: 0.0547, Random contrast: 0.6914
Normal loss: 0.1037, Plan similarity: 2.1562, Random contrast: 0.6914
Normal loss: 0.1414, Plan similarity: 0.0508, Random contrast: 0.6914
Normal loss: 0.0929, Plan similarity: 0.0540, Random contrast: 0.6914
Normal loss: 0.1231, Plan similarity: 0.0530, Random contrast: 0.6914
Normal loss: 0.0805, Plan similarity: 0.0420, Random contrast: 0.6914
Normal loss: 0.0489, Plan similarity: 0.0479, Random contrast: 0.6914
Normal loss: 0.0888, Plan similarity: 0.7969, Random contrast: 0.6914
Normal loss: 0.1479, Plan similarity: 0.0508, Random contrast: 0.6914
Normal loss: 0.0594, Plan similarity: 0.0518, Random contrast: 0.6914
Normal loss: 0.1681, Plan similarity: 1.8281, Random contrast: 0.6914
Normal loss: 0.1791, Plan similarity: 0.0830, Random contrast: 0.6914
Normal loss: 0.1118, Plan similarity: 0.0830, Random contrast: 0.6914
Normal loss: 0.1548, Plan similarity: 0.0547, Random contrast: 0.6914
Normal loss: 0.1139, Plan similarity: 0.0957, Random contrast: 0.6914
Normal loss: 0.2653, Plan similarity: 0.0615, Random contrast: 0.6875
Normal loss: 0.0902, Plan similarity: 0.0898, Random contrast: 0.6914
Normal loss: 0.0680, Plan similarity: 0.0957, Random contrast: 0.6914
Normal loss: 0.1013, Plan similarity: 0.1416, Random contrast: 0.6562
Normal loss: 0.0679, Plan similarity: 0.0977, Random contrast: 0.6914
Normal loss: 0.0636, Plan similarity: 0.0703, Random contrast: 0.6914
Normal loss: 0.1060, Plan similarity: 0.0669, Random contrast: 0.6914
Normal loss: 0.1048, Plan similarity: 0.0547, Random contrast: 0.6914
Normal loss: 0.1256, Plan similarity: 0.0654, Random contrast: 0.6914
Normal loss: 0.1049, Plan similarity: 0.0908, Random contrast: 0.6914
Normal loss: 0.0781, Plan similarity: 0.1064, Random contrast: 0.6875
Normal loss: 0.1636, Plan similarity: 0.0684, Random contrast: 0.6914
Normal loss: 0.0617, Plan similarity: 0.0762, Random contrast: 0.6914
Normal loss: 0.1090, Plan similarity: 0.0762, Random contrast: 0.6914
Normal loss: 0.0718, Plan similarity: 0.0781, Random contrast: 0.6914
Normal loss: 0.1293, Plan similarity: 2.3125, Random contrast: 0.6914
Normal loss: 0.0788, Plan similarity: 0.0562, Random contrast: 0.6914
Normal loss: 0.0785, Plan similarity: 0.0459, Random contrast: 0.6914
Normal loss: 0.1437, Plan similarity: 0.0359, Random contrast: 0.6914
Normal loss: 0.0508, Plan similarity: 3.6562, Random contrast: 0.6914
Normal loss: 0.0431, Plan similarity: 0.0488, Random contrast: 0.6914
Normal loss: 0.0527, Plan similarity: 3.0000, Random contrast: 0.6914
Normal loss: 0.1293, Plan similarity: 2.6875, Random contrast: 0.6914
Normal loss: 0.0809, Plan similarity: 1.5781, Random contrast: 0.6914
Normal loss: 0.0831, Plan similarity: 1.3828, Random contrast: 0.6914
Normal loss: 0.0622, Plan similarity: 0.0427, Random contrast: 0.6914
Normal loss: 0.0583, Plan similarity: 0.0801, Random contrast: 0.6914
Normal loss: 0.0685, Plan similarity: 0.0442, Random contrast: 0.6914
Normal loss: 0.0676, Plan similarity: 0.0781, Random contrast: 0.6914
Normal loss: 0.0742, Plan similarity: 1.8594, Random contrast: 0.6914
Normal loss: 0.1176, Plan similarity: 0.0569, Random contrast: 0.6914
Normal loss: 0.0843, Plan similarity: 1.5703, Random contrast: 0.6914
Normal loss: 0.0622, Plan similarity: 0.0447, Random contrast: 0.6914
Normal loss: 0.0579, Plan similarity: 0.0371, Random contrast: 0.6914
Normal loss: 0.0941, Plan similarity: 0.7852, Random contrast: 0.6914
Normal loss: 0.0497, Plan similarity: 0.0454, Random contrast: 0.6914
Normal loss: 0.0756, Plan similarity: 0.0366, Random contrast: 0.6914
Normal loss: 0.1268, Plan similarity: 0.0444, Random contrast: 0.6914
Normal loss: 0.0789, Plan similarity: 2.7500, Random contrast: 0.6914
Normal loss: 0.1015, Plan similarity: 2.3281, Random contrast: 0.6914
Normal loss: 0.0746, Plan similarity: 0.1162, Random contrast: 0.6875
Normal loss: 0.0557, Plan similarity: 0.0586, Random contrast: 0.6914
Normal loss: 0.1533, Plan similarity: 2.5781, Random contrast: 0.6914
Normal loss: 0.0378, Plan similarity: 3.4844, Random contrast: 0.6914
Normal loss: 0.0617, Plan similarity: 0.0840, Random contrast: 0.6914
Normal loss: 0.0703, Plan similarity: 1.1719, Random contrast: 0.6914
Normal loss: 0.0545, Plan similarity: 0.0610, Random contrast: 0.6914
Normal loss: 0.0474, Plan similarity: 0.0791, Random contrast: 0.6836
Normal loss: 0.0521, Plan similarity: 0.0493, Random contrast: 0.6914
Normal loss: 0.1090, Plan similarity: 0.0771, Random contrast: 0.6914
Normal loss: 0.0486, Plan similarity: 0.0352, Random contrast: 0.6914
Normal loss: 0.0758, Plan similarity: 0.0457, Random contrast: 0.6914
Normal loss: 0.0621, Plan similarity: 2.7188, Random contrast: 0.6914
Normal loss: 0.1609, Plan similarity: 2.5156, Random contrast: 0.6914
Normal loss: 0.0588, Plan similarity: 0.0913, Random contrast: 0.6914
Normal loss: 0.0596, Plan similarity: 2.1562, Random contrast: 0.6875
Normal loss: 0.0638, Plan similarity: 0.0518, Random contrast: 0.6914
Normal loss: 0.0877, Plan similarity: 3.9531, Random contrast: 0.6914
Normal loss: 0.1014, Plan similarity: 0.0425, Random contrast: 0.6914
Normal loss: 0.0773, Plan similarity: 3.5312, Random contrast: 0.6914
Normal loss: 0.0693, Plan similarity: 0.0454, Random contrast: 0.6914
Normal loss: 0.0701, Plan similarity: 0.0610, Random contrast: 0.6914
Normal loss: 0.0346, Plan similarity: 0.0571, Random contrast: 0.6719
Normal loss: 0.0876, Plan similarity: 0.0320, Random contrast: 0.6914
Normal loss: 0.0742, Plan similarity: 0.0479, Random contrast: 0.6914
Normal loss: 0.0873, Plan similarity: 0.0708, Random contrast: 0.6914
Normal loss: 0.0415, Plan similarity: 0.0393, Random contrast: 0.6914
Normal loss: 0.0632, Plan similarity: 0.0645, Random contrast: 0.6914
Normal loss: 0.0554, Plan similarity: 0.0918, Random contrast: 0.6914
Normal loss: 0.0700, Plan similarity: 0.0522, Random contrast: 0.6914
Normal loss: 0.0769, Plan similarity: 0.0583, Random contrast: 0.6914
Normal loss: 0.1428, Plan similarity: 1.9141, Random contrast: 0.6914
Normal loss: 0.0590, Plan similarity: 0.0635, Random contrast: 0.6914
Normal loss: 0.0912, Plan similarity: 0.8281, Random contrast: 0.6875
Normal loss: 0.0775, Plan similarity: 0.0674, Random contrast: 0.6914
Normal loss: 0.0656, Plan similarity: 0.0571, Random contrast: 0.6914
Normal loss: 0.0668, Plan similarity: 0.0596, Random contrast: 0.6914
Normal loss: 0.0534, Plan similarity: 0.0496, Random contrast: 0.6914
Normal loss: 0.0571, Plan similarity: 0.0811, Random contrast: 0.6914
Normal loss: 0.1660, Plan similarity: 2.7344, Random contrast: 0.6914
Normal loss: 0.1438, Plan similarity: 2.7656, Random contrast: 0.6914
Normal loss: 0.0810, Plan similarity: 1.8359, Random contrast: 0.6914
Normal loss: 0.1307, Plan similarity: 0.1104, Random contrast: 0.6875
Normal loss: 0.0874, Plan similarity: 0.0498, Random contrast: 0.6914
Normal loss: 0.1149, Plan similarity: 0.0649, Random contrast: 0.6914
Normal loss: 0.0731, Plan similarity: 1.7266, Random contrast: 0.6914
Normal loss: 0.0507, Plan similarity: 0.0420, Random contrast: 0.6914
Normal loss: 0.1223, Plan similarity: 0.7109, Random contrast: 0.6875
Normal loss: 0.0540, Plan similarity: 0.0586, Random contrast: 0.6914
Normal loss: 0.1186, Plan similarity: 0.0610, Random contrast: 0.6914
Normal loss: 0.0472, Plan similarity: 0.0645, Random contrast: 0.6875
Normal loss: 0.0803, Plan similarity: 2.6094, Random contrast: 0.6914
Normal loss: 0.1257, Plan similarity: 2.4844, Random contrast: 0.6914
Normal loss: 0.0864, Plan similarity: 0.0605, Random contrast: 0.6914
Normal loss: 0.0692, Plan similarity: 1.6562, Random contrast: 0.6875
Normal loss: 0.0943, Plan similarity: 0.0771, Random contrast: 0.6914
Normal loss: 0.1503, Plan similarity: 0.0962, Random contrast: 0.6914
Normal loss: 0.0643, Plan similarity: 0.0625, Random contrast: 0.6914
Normal loss: 0.0912, Plan similarity: 1.0781, Random contrast: 0.6875
Normal loss: 0.0576, Plan similarity: 0.0830, Random contrast: 0.6914
Normal loss: 0.0445, Plan similarity: 0.0464, Random contrast: 0.6914
Normal loss: 0.1088, Plan similarity: 1.9062, Random contrast: 0.6914
Normal loss: 0.1251, Plan similarity: 0.0586, Random contrast: 0.6914
Normal loss: 0.0717, Plan similarity: 0.0566, Random contrast: 0.6875
Normal loss: 0.0761, Plan similarity: 0.0547, Random contrast: 0.6914
Normal loss: 0.0620, Plan similarity: 0.0859, Random contrast: 0.6914
Normal loss: 0.0720, Plan similarity: 0.1025, Random contrast: 0.6914
Normal loss: 0.0437, Plan similarity: 0.0420, Random contrast: 0.6914
Normal loss: 0.1192, Plan similarity: 1.8438, Random contrast: 0.6914
Normal loss: 0.1236, Plan similarity: 2.2500, Random contrast: 0.6914
Normal loss: 0.1230, Plan similarity: 2.7344, Random contrast: 0.6914
Normal loss: 0.1169, Plan similarity: 1.9844, Random contrast: 0.6875
Normal loss: 0.0894, Plan similarity: 1.3594, Random contrast: 0.6914
Normal loss: 0.0995, Plan similarity: 0.0747, Random contrast: 0.6914
Normal loss: 0.0680, Plan similarity: 0.1016, Random contrast: 0.6914
Normal loss: 0.0662, Plan similarity: 0.0640, Random contrast: 0.6914
Normal loss: 0.0809, Plan similarity: 0.0425, Random contrast: 0.6914
Normal loss: 0.0551, Plan similarity: 0.0903, Random contrast: 0.6875
Normal loss: 0.0901, Plan similarity: 0.0825, Random contrast: 0.6914
Normal loss: 0.0397, Plan similarity: 2.5938, Random contrast: 0.6875
Normal loss: 0.0592, Plan similarity: 0.0583, Random contrast: 0.6875
Normal loss: 0.0718, Plan similarity: 2.4844, Random contrast: 0.6914
Normal loss: 0.1144, Plan similarity: 2.8125, Random contrast: 0.6914
Normal loss: 0.0875, Plan similarity: 0.0762, Random contrast: 0.6914
Normal loss: 0.0654, Plan similarity: 2.0469, Random contrast: 0.6875
Normal loss: 0.0428, Plan similarity: 0.0371, Random contrast: 0.6875
Normal loss: 0.0882, Plan similarity: 0.0801, Random contrast: 0.6875
Normal loss: 0.0790, Plan similarity: 0.0566, Random contrast: 0.6836
Normal loss: 0.1108, Plan similarity: 4.4688, Random contrast: 0.6875
Normal loss: 0.0624, Plan similarity: 0.0742, Random contrast: 0.6875
Normal loss: 0.0894, Plan similarity: 0.2305, Random contrast: 0.4629
Normal loss: 0.1163, Plan similarity: 2.7031, Random contrast: 0.5938
Normal loss: 0.1321, Plan similarity: 0.1465, Random contrast: 0.6875
Normal loss: 0.0669, Plan similarity: 0.1748, Random contrast: 0.6406
Normal loss: 0.0769, Plan similarity: 0.2051, Random contrast: 0.6055
Normal loss: 0.0494, Plan similarity: 0.2617, Random contrast: 0.4883
Normal loss: 0.0940, Plan similarity: 0.0427, Random contrast: 0.6406
Normal loss: 0.1224, Plan similarity: 0.8789, Random contrast: 0.6836
Normal loss: 0.0768, Plan similarity: 2.5469, Random contrast: 0.6562
Normal loss: 0.0671, Plan similarity: 0.2354, Random contrast: 0.6875
Normal loss: 0.0620, Plan similarity: 0.0771, Random contrast: 0.6875
Normal loss: 0.0777, Plan similarity: 0.0615, Random contrast: 0.6914
Normal loss: 0.0885, Plan similarity: 0.6094, Random contrast: 0.4766
Normal loss: 0.0680, Plan similarity: 0.0605, Random contrast: 0.6875
Normal loss: 0.0845, Plan similarity: 5.0000, Random contrast: 0.6914
Normal loss: 0.0843, Plan similarity: 0.0255, Random contrast: 0.6875
Normal loss: 0.0853, Plan similarity: 0.0391, Random contrast: 0.6875
Normal loss: 0.0896, Plan similarity: 0.0801, Random contrast: 0.6914
Normal loss: 0.0550, Plan similarity: 1.5000, Random contrast: 0.6914
Normal loss: 0.1013, Plan similarity: 1.2266, Random contrast: 0.6914
Normal loss: 0.0607, Plan similarity: 0.0466, Random contrast: 0.6914
Normal loss: 0.0874, Plan similarity: 0.0747, Random contrast: 0.6914
Normal loss: 0.1725, Plan similarity: 2.6250, Random contrast: 0.6914
Normal loss: 0.1320, Plan similarity: 2.4844, Random contrast: 0.6914
Normal loss: 0.0680, Plan similarity: 0.0295, Random contrast: 0.6914
Normal loss: 0.0918, Plan similarity: 0.3047, Random contrast: 0.6875
Normal loss: 0.1253, Plan similarity: 2.6875, Random contrast: 0.6914
Normal loss: 0.1308, Plan similarity: 0.1113, Random contrast: 0.5312
Normal loss: 0.0748, Plan similarity: 0.0728, Random contrast: 0.6797
Normal loss: 0.2642, Plan similarity: 1.6250, Random contrast: 0.2139
Normal loss: 0.1194, Plan similarity: 2.1719, Random contrast: 0.6914
Normal loss: 0.0639, Plan similarity: 0.1396, Random contrast: 0.6250
Normal loss: 0.2639, Plan similarity: 1.1953, Random contrast: 0.1768
Normal loss: 0.2345, Plan similarity: 0.9180, Random contrast: 0.3574
Normal loss: 0.1474, Plan similarity: 0.5352, Random contrast: 0.3789
Normal loss: 0.0566, Plan similarity: 0.4727, Random contrast: 0.6328
Normal loss: 0.0576, Plan similarity: 0.3926, Random contrast: 0.5781
Normal loss: 0.1171, Plan similarity: 0.4316, Random contrast: 0.6797
Normal loss: 0.1758, Plan similarity: 2.7969, Random contrast: 0.3594
Normal loss: 0.0753, Plan similarity: 0.1123, Random contrast: 0.4570
Normal loss: 0.0623, Plan similarity: 0.1768, Random contrast: 0.5391
Normal loss: 0.1241, Plan similarity: 0.2441, Random contrast: 0.6641
Normal loss: 0.0673, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 0.0629, Plan similarity: 2.6406, Random contrast: 0.4141
Normal loss: 0.0595, Plan similarity: 3.1094, Random contrast: 0.6719
Normal loss: 0.1173, Plan similarity: 2.2344, Random contrast: 0.6641
Normal loss: 0.1019, Plan similarity: 1.4062, Random contrast: 0.6875
Normal loss: 0.0420, Plan similarity: 0.3906, Random contrast: 0.6914
Normal loss: 0.1293, Plan similarity: 4.5312, Random contrast: 0.6797
Normal loss: 0.1458, Plan similarity: 3.3281, Random contrast: 0.6797
Normal loss: 0.1042, Plan similarity: 0.1396, Random contrast: 0.6836
Normal loss: 0.0493, Plan similarity: 0.0967, Random contrast: 0.6836
Normal loss: 0.0797, Plan similarity: 3.3906, Random contrast: 0.6875
Normal loss: 0.1059, Plan similarity: 0.0569, Random contrast: 0.6914
Normal loss: 0.1068, Plan similarity: 0.1064, Random contrast: 0.6875
Normal loss: 0.0746, Plan similarity: 0.0405, Random contrast: 0.6914
Normal loss: 0.0754, Plan similarity: 1.4219, Random contrast: 0.6875
Normal loss: 0.1015, Plan similarity: 0.0835, Random contrast: 0.6914
Normal loss: 0.0698, Plan similarity: 0.0610, Random contrast: 0.6914
Normal loss: 0.0623, Plan similarity: 3.8281, Random contrast: 0.6875
Normal loss: 0.0558, Plan similarity: 0.0889, Random contrast: 0.6914
Normal loss: 0.0866, Plan similarity: 0.1309, Random contrast: 0.6914
Normal loss: 0.0841, Plan similarity: 0.0649, Random contrast: 0.6875
Normal loss: 0.0665, Plan similarity: 0.0820, Random contrast: 0.6875
Normal loss: 0.1169, Plan similarity: 0.0928, Random contrast: 0.6875
Normal loss: 0.0679, Plan similarity: 0.0742, Random contrast: 0.6914
Normal loss: 0.0798, Plan similarity: 0.0845, Random contrast: 0.6914
Normal loss: 0.0575, Plan similarity: 0.0732, Random contrast: 0.6914
Normal loss: 0.0811, Plan similarity: 0.0835, Random contrast: 0.6914
Normal loss: 0.0784, Plan similarity: 0.0608, Random contrast: 0.6914
Normal loss: 0.1095, Plan similarity: 0.0977, Random contrast: 0.6914
Normal loss: 0.0495, Plan similarity: 0.1069, Random contrast: 0.6914
Normal loss: 0.1293, Plan similarity: 0.0693, Random contrast: 0.6914
Normal loss: 0.0605, Plan similarity: 0.1279, Random contrast: 0.6914
Normal loss: 0.1310, Plan similarity: 0.0713, Random contrast: 0.6875
Normal loss: 0.1516, Plan similarity: 0.1260, Random contrast: 0.6875
Normal loss: 0.1711, Plan similarity: 0.0674, Random contrast: 0.6875
Normal loss: 0.0444, Plan similarity: 0.0454, Random contrast: 0.6914
Normal loss: 0.0474, Plan similarity: 0.0781, Random contrast: 0.6914
Normal loss: 0.1183, Plan similarity: 2.8125, Random contrast: 0.6875
Normal loss: 0.1424, Plan similarity: 3.1562, Random contrast: 0.6875
Normal loss: 0.0438, Plan similarity: 0.0713, Random contrast: 0.6914
Normal loss: 0.0583, Plan similarity: 0.0298, Random contrast: 0.6875
Normal loss: 0.0393, Plan similarity: 0.0366, Random contrast: 0.6914
Normal loss: 0.0624, Plan similarity: 0.0801, Random contrast: 0.6875
Normal loss: 0.1151, Plan similarity: 0.1230, Random contrast: 0.6875
Normal loss: 0.1611, Plan similarity: 0.1270, Random contrast: 0.6914
Normal loss: 0.0539, Plan similarity: 0.1191, Random contrast: 0.6875
Normal loss: 0.1177, Plan similarity: 4.8125, Random contrast: 0.6875
Normal loss: 0.0814, Plan similarity: 0.1455, Random contrast: 0.6875
Normal loss: 0.0611, Plan similarity: 0.5195, Random contrast: 0.6875
Normal loss: 0.0822, Plan similarity: 0.1133, Random contrast: 0.6875
Normal loss: 0.0372, Plan similarity: 0.0449, Random contrast: 0.6875
Normal loss: 0.0613, Plan similarity: 0.0679, Random contrast: 0.6914
Normal loss: 0.0698, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 0.0479, Plan similarity: 0.0815, Random contrast: 0.6875
Normal loss: 0.0288, Plan similarity: 0.0840, Random contrast: 0.6875
Normal loss: 0.1282, Plan similarity: 3.0781, Random contrast: 0.6875
Normal loss: 0.1126, Plan similarity: 0.0811, Random contrast: 0.6875
Normal loss: 0.0501, Plan similarity: 0.0437, Random contrast: 0.6875
Normal loss: 0.0618, Plan similarity: 0.0811, Random contrast: 0.6875
Normal loss: 0.0442, Plan similarity: 0.0623, Random contrast: 0.6914
Normal loss: 0.0718, Plan similarity: 0.8633, Random contrast: 0.6875
Normal loss: 0.0442, Plan similarity: 2.6719, Random contrast: 0.6875
Normal loss: 0.1618, Plan similarity: 2.8438, Random contrast: 0.6797
Normal loss: 0.0616, Plan similarity: 0.1152, Random contrast: 0.6875
Normal loss: 0.0522, Plan similarity: 0.1494, Random contrast: 0.6875
Normal loss: 0.0440, Plan similarity: 1.4531, Random contrast: 0.6719
Normal loss: 0.0861, Plan similarity: 2.3125, Random contrast: 0.6836
Normal loss: 0.0581, Plan similarity: 0.2949, Random contrast: 0.6602
Normal loss: 0.0998, Plan similarity: 0.0454, Random contrast: 0.6719
Normal loss: 0.0708, Plan similarity: 0.1924, Random contrast: 0.6484
Normal loss: 0.1352, Plan similarity: 5.6250, Random contrast: 0.6523
Normal loss: 0.0410, Plan similarity: 1.1484, Random contrast: 0.5469
Normal loss: 0.0778, Plan similarity: 0.0903, Random contrast: 0.6719
Normal loss: 0.0836, Plan similarity: 0.0498, Random contrast: 0.5898
Normal loss: 0.0750, Plan similarity: 0.1084, Random contrast: 0.4453
Normal loss: 0.1198, Plan similarity: 0.5703, Random contrast: 0.6641
Normal loss: 0.0468, Plan similarity: 0.1172, Random contrast: 0.5078
Normal loss: 0.0799, Plan similarity: 4.0000, Random contrast: 0.6875
Normal loss: 0.0455, Plan similarity: 0.1270, Random contrast: 0.6836
Normal loss: 0.0651, Plan similarity: 2.0156, Random contrast: 0.4648
Normal loss: 0.0622, Plan similarity: 2.5000, Random contrast: 0.5859
Normal loss: 0.1019, Plan similarity: 1.8203, Random contrast: 0.5547
Normal loss: 0.1138, Plan similarity: 0.4219, Random contrast: 0.6914
Normal loss: 0.1715, Plan similarity: 3.2812, Random contrast: 0.6875
Normal loss: 0.0773, Plan similarity: 0.1934, Random contrast: 0.6875
Normal loss: 0.0469, Plan similarity: 0.6719, Random contrast: 0.6914
Normal loss: 0.1177, Plan similarity: 0.3828, Random contrast: 0.6719
Normal loss: 0.0328, Plan similarity: 0.2812, Random contrast: 0.6914
Normal loss: 0.0749, Plan similarity: 2.1250, Random contrast: 0.6875
Normal loss: 0.0780, Plan similarity: 0.2178, Random contrast: 0.6875
Normal loss: 0.1246, Plan similarity: 2.1562, Random contrast: 0.6914
Normal loss: 0.1791, Plan similarity: 0.5977, Random contrast: 0.6875
Normal loss: 0.0769, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 0.0874, Plan similarity: 0.1309, Random contrast: 0.6875
Normal loss: 0.1030, Plan similarity: 3.0312, Random contrast: 0.6875
Normal loss: 0.0545, Plan similarity: 0.0640, Random contrast: 0.6875
Normal loss: 0.0717, Plan similarity: 0.1445, Random contrast: 0.6875
Normal loss: 0.0611, Plan similarity: 2.8281, Random contrast: 0.6875
Normal loss: 0.0796, Plan similarity: 0.8906, Random contrast: 0.6875
Normal loss: 0.1017, Plan similarity: 0.1172, Random contrast: 0.6875
Normal loss: 0.0474, Plan similarity: 0.1133, Random contrast: 0.6914
Normal loss: 0.0584, Plan similarity: 0.1406, Random contrast: 0.6875
Normal loss: 0.1321, Plan similarity: 0.1250, Random contrast: 0.6914
Normal loss: 0.1223, Plan similarity: 2.2812, Random contrast: 0.6914
Normal loss: 0.0592, Plan similarity: 2.1094, Random contrast: 0.6914
Normal loss: 0.0892, Plan similarity: 0.0408, Random contrast: 0.6875
Normal loss: 0.0669, Plan similarity: 0.2363, Random contrast: 0.6875
